天数（自2016年001天起算，北京时间）小时 分钟 秒 模板号
265 18 46 37.7 7
265 18 54 7.4 2
265 18 57 13 1
265 18 57 47.2 3
265 18 57 55.9 5
265 18 59 31.2 7
265 19 18 42.4 2
265 19 20 32.5 1
265 19 21 51.3 5
265 19 25 24.5 2
265 19 26 9.7 2
265 19 3 11.1 4
265 19 3 29.2 4
265 19 31 25.9 1
265 19 33 6.9 1
265 19 34 1.1 1
265 19 35 51.9 11
265 19 41 40.5 10
265 19 41 42.2 1
265 19 49 33.4 11
265 19 58 18.3 5
265 19 6 49.6 1
265 2 1 44.9 5
265 2 12 20.9 4
265 2 16 43.7 11
265 2 18 28.5 2
265 2 2 13.7 4
265 2 22 57.7 1
265 2 30 4.5 2
265 2 33 46.9 10
265 2 39 30.9 10
265 2 4 2.8 2
265 2 44 29.9 8
265 2 55 5.1 2
265 2 57 1.8 4
265 2 8 8.9 8
265 20 10 18.2 4
265 20 11 36 3
265 20 16 15.3 9
265 20 17 50.4 4
265 20 21 4.6 2
265 20 28 59.8 11
265 20 3 46.4 5
265 20 32 4.9 3
265 20 35 49 3
265 20 42 34.1 4
265 20 44 5.9 4
265 20 52 22.2 7
265 20 56 45.1 2
265 21 1 1.9 5
265 21 12 33.9 11
265 21 2 39.7 2
265 21 25 0.2 3
265 21 26 28 2
265 21 29 13.9 3
265 21 3 53.6 5
265 21 32 12.6 10
265 21 34 19 3
265 21 4 59.1 1
265 21 44 58.8 1
265 21 45 27.4 1
265 21 46 2.6 3
265 21 51 19.5 11
265 21 52 22 9
265 21 52 58.7 2
265 21 57 15.3 4
265 21 59 17.8 1
265 21 59 26 7
265 22 11 29.3 3
265 22 17 27.5 9
265 22 19 44.7 2
265 22 28 54.2 4
265 22 34 35.4 4
265 22 36 42.8 8
265 22 41 40.1 5
265 22 43 27.1 4
265 22 50 10.3 4
265 22 8 19.7 2
265 23 16 3.3 4
265 23 17 21.4 4
265 23 22 49.6 2
265 23 23 39 10
265 23 29 52.3 5
265 23 29 6 1
265 23 30 28.1 5
265 23 33 37.1 1
265 23 36 23.4 1
265 23 37 50.8 3
265 23 40 8.4 8
265 23 49 33 10
265 23 49 46.6 4
265 23 53 16.7 3
265 23 8 43 5
265 3 13 22.3 3
265 3 13 36.6 2
265 3 18 47 5
265 3 2 16.6 2
265 3 26 48.2 9
265 3 28 22.2 7
265 3 30 40.6 1
265 3 31 54.5 1
265 3 32 18.5 3
265 3 34 26.2 10
265 3 41 26.8 3
265 3 43 24.9 4
265 3 45 53.8 5
265 3 46 14.4 5
265 3 51 36 1
265 3 55 0 2
265 3 56 41 5
265 3 57 40 3
265 3 57 55 5
265 3 6 45.5 3
265 4 0 3 5
265 4 1 58 4
265 4 18 24 1
265 4 21 38 1
265 4 22 56 1
265 4 30 46 1
265 4 36 36 2
265 4 37 34 3
265 4 52 49 9
265 4 59 17 4
265 4 6 56 6
265 5 13 35 5
265 5 18 22 6
265 5 21 7 1
265 5 23 21 3
265 5 26 46 5
265 5 3 39 6
265 5 31 0 9
265 5 31 19 1
265 5 45 5 5
265 5 54 33 1
265 5 59 8 2
265 5 7 24 1
265 6 12 2 3
265 6 19 52 5
265 6 2 2 5
265 6 24 12 2
265 6 28 48 2
265 6 29 46 4
265 6 35 18 2
265 6 37 0 4
265 6 4 20 5
265 6 46 35 2
265 6 53 1 9
265 6 55 16 4
265 6 56 24 4
265 6 7 26 2
265 7 1 20 11
265 7 24 37 3
265 7 25 14 2
265 7 28 40 2
265 7 28 47 2
265 7 3 6 2
265 7 4 28 3
265 7 47 14 3
265 7 51 41 9
265 7 53 3 4
265 7 58 2 4
265 8 2 56.7 4
265 8 25 52.5 5
265 8 26 58.4 5
265 8 3 50.4 3
265 8 39 27.5 3
265 8 45 27 4
265 8 49 55.6 1
265 9 21 32.5 1
265 9 23 11.3 1
265 9 25 35.6 1
265 9 4 38.3 7
265 9 40 39.1 3
265 9 41 48.7 7
265 9 45 21 11
265 9 46 2.5 5
265 9 5 19.7 6
265 9 56 33.9 5
265 9 9 1.8 1
266 0 1 2.1 1
266 0 10 12 4
266 0 10 53.9 7
266 0 10 57.2 10
266 0 13 48.6 3
266 0 17 41.8 3
266 0 21 21.4 1
266 0 21 54.7 3
266 0 27 30.7 2
266 0 27 40.6 2
266 0 29 15 5
266 0 3 1.4 4
266 0 30 18.4 10
266 0 43 12.4 1
266 0 44 4.9 1
266 0 47 20.3 5
266 0 49 10.2 1
266 0 5 8.7 1
266 0 56 2.7 9
266 0 57 16.7 7
266 0 59 37 2
266 0 6 52 1
266 1 10 32.8 1
266 1 16 4.4 11
266 1 18 15.9 3
266 1 18 30.5 1
266 1 19 19.5 1
266 1 19 57.9 9
266 1 21 21.3 10
266 1 22 55.7 5
266 1 27 12.1 7
266 1 28 25.6 3
266 1 29 26.4 1
266 1 29 42 4
266 1 31 29.3 1
266 1 31 32.8 7
266 1 32 33.6 2
266 1 35 22.2 2
266 1 37 26.5 5
266 1 39 18.4 2
266 1 45 13.1 3
266 1 47 31.3 1
266 1 52 59.1 4
266 1 53 1.2 2
266 1 53 5.3 5
266 1 55 42.6 2
266 1 57 36.2 4
266 1 6 33 1
266 1 6 48.1 4
266 10 14 15.6 7
266 10 18 16.3 3
266 10 19 26.4 4
266 10 20 2.3 6
266 10 22 21.7 1
266 10 27 32.4 3
266 10 31 0.1 4
266 10 32 20.2 4
266 10 32 57.7 1
266 10 41 22.2 3
266 10 45 1.4 3
266 10 47 56.3 4
266 10 50 50.2 6
266 10 56 58 1
266 10 57 49.3 11
266 10 58 38.7 5
266 10 7 19.1 3
266 11 0 14.6 6
266 11 12 55.8 4
266 11 17 0.7 3
266 11 19 41.6 3
266 11 39 50.8 4
266 2 12 22.5 1
266 2 13 58 1
266 2 15 26.3 5
266 2 16 6 3
266 2 17 30.7 5
266 2 2 55.9 1
266 2 26 46.5 5
266 2 28 24 12
266 2 34 24.4 3
266 2 35 29.9 7
266 2 35 53.8 1
266 2 43 13 1
266 2 47 46.6 5
266 2 50 2.6 3
266 2 56 54.8 1
266 2 58 17.3 2
266 2 6 38 3
266 3 11 17.9 3
266 3 19 58 2
266 3 20 43.1 1
266 3 25 30.8 1
266 3 3 29.5 5
266 3 32 3.9 3
266 3 32 57.5 6
266 3 34 59.9 6
266 3 35 45.4 4
266 3 41 12.3 8
266 3 45 56.7 8
266 3 48 49 5
266 3 49 50 8
266 3 55 59 4
266 3 57 18 2
266 3 58 22 3
266 4 12 39 7
266 4 16 23 4
266 4 16 35 3
266 4 20 2 5
266 4 3 33 2
266 4 30 31 9
266 4 35 2 3
266 4 37 7 1
266 4 38 15 4
266 4 38 59 5
266 4 46 54 2
266 4 49 56 5
266 4 51 11 4
266 5 18 2 5
266 5 18 22 4
266 5 24 59 2
266 5 25 22 7
266 5 3 11 1
266 5 32 48 1
266 5 34 36 3
266 5 37 45 3
266 5 42 38 2
266 5 46 20 3
266 5 5 47 1
266 5 6 47 4
266 5 9 21 7
266 6 10 15 4
266 6 12 43 10
266 6 18 14 3
266 6 19 42 1
266 6 32 36 11
266 6 33 10 8
266 6 39 24 3
266 6 40 28 6
266 6 44 59 9
266 6 48 39 10
266 6 49 16 1
266 6 56 27 1
266 6 57 49 1
266 6 8 41 5
266 7 1 18 1
266 7 11 36 7
266 7 16 1 10
266 7 18 11 10
266 7 18 15 1
266 7 20 19 3
266 7 21 35 3
266 7 25 46 2
266 7 31 10 8
266 7 39 31 4
266 7 44 21 5
266 7 45 13 3
266 7 46 24 1
266 7 52 26 4
266 7 57 35 8
266 8 0 13.5 8
266 8 1 20.6 10
266 8 1 41.4 1
266 8 13 51.4 3
266 8 14 47.1 3
266 8 17 0.5 5
266 8 19 38.7 6
266 8 19 5 3
266 8 21 22.8 2
266 8 22 53 1
266 8 23 5.1 6
266 8 23 58.1 5
266 8 3 51.2 1
266 8 31 46.3 5
266 8 34 14.2 9
266 8 35 5.4 5
266 8 35 53.4 5
266 8 37 44.2 8
266 8 38 25.7 4
266 8 39 20.5 6
266 8 55 41.6 4
266 8 55 7 3
266 8 56 55.9 2
266 8 9 57.2 1
266 9 1 15.2 4
266 9 12 29.4 4
266 9 13 40.4 5
266 9 14 14.3 5
266 9 14 43.3 6
266 9 16 36.6 6
266 9 17 40.1 4
266 9 20 10.8 2
266 9 20 54.2 2
266 9 27 44 4
266 9 30 24.1 6
266 9 31 34.5 5
266 9 32 27.2 4
266 9 33 25 1
266 9 4 51.1 4
266 9 40 44.2 1
266 9 51 43.5 7
266 9 52 26.7 10
266 9 8 0.4 5
266 9 9 0.3 4
267 10 14 58.3 9
267 10 15 34.3 7
267 10 15 8.5 1
267 10 19 5.2 1
267 10 21 35.3 1
267 10 36 23.3 1
267 10 38 53.9 4
267 10 43 43 4
267 10 7 53.7 3
267 11 15 13.4 2
267 11 22 3.7 2
267 11 23 1 2
267 11 32 17.2 4
267 11 35 59.3 8
267 11 37 42.1 4
267 11 42 51.5 4
267 11 43 25.9 2
267 11 46 32.2 1
267 11 55 52.4 4
267 12 11 51 4
267 12 21 10.7 5
267 12 22 0.3 9
267 12 30 14.2 1
267 12 37 32.2 3
267 12 42 24.8 11
267 13 12 47.4 2
267 13 50 0.7 7
267 14 1 8 2
267 14 15 8.4 5
267 14 17 8.1 1
267 14 30 13.6 9
267 14 49 42.4 4
267 14 49 52.1 4
267 14 50 2.7 8
267 14 50 44.5 8
267 14 55 30.1 4
267 14 56 16.6 4
267 14 56 50.8 8
267 14 56 54.5 2
267 14 58 39.4 4
267 14 58 44.6 8
267 14 58 48.9 4
267 14 6 15.5 3
267 15 0 20.7 4
267 15 10 9.4 4
267 15 15 16.4 2
267 15 16 21.3 2
267 15 28 37 10
267 15 29 31.7 2
267 15 31 41.9 4
267 15 32 33.8 5
267 15 40 20.2 3
267 15 42 4.3 5
267 15 42 45.2 7
267 15 48 36.7 5
267 15 50 43.3 10
267 15 58 34.9 5
267 15 9 38 1
267 16 12 27.1 3
267 16 17 57.4 8
267 16 19 15.8 2
267 16 29 21 7
267 16 39 2.6 2
267 16 56 53.3 2
267 17 15 18.9 4
267 17 20 12.6 7
267 17 52 26.1 4
267 17 57 6.9 1
267 18 1 29.8 3
267 18 20 12.6 1
267 18 21 2.4 10
267 18 23 20 5
267 18 23 8.3 1
267 18 27 19.9 1
267 18 27 29.9 2
267 18 30 45.4 4
267 18 31 39.9 1
267 18 32 57.6 3
267 18 41 17.3 4
267 18 41 8.3 3
267 18 54 41.5 6
267 18 57 11 5
267 19 11 53.5 1
267 19 17 21.2 1
267 19 2 37.3 3
267 19 36 16.1 2
267 19 40 23.4 2
267 19 41 30.8 9
267 19 42 58.6 4
267 19 45 15.8 1
267 19 47 40.4 1
267 19 52 23.2 11
267 19 57 33 3
267 20 13 52 11
267 20 2 3.3 5
267 20 25 0.6 2
267 20 54 7.5 2
267 20 7 26.5 3
267 20 9 36.5 7
267 21 13 40.6 1
267 21 26 27.8 5
267 21 26 36.1 3
267 21 26 42.2 3
267 21 26 56.2 3
267 21 39 3.1 5
267 21 46 13.1 7
267 21 46 40.9 1
267 21 49 5.7 1
267 21 5 55 7
267 21 51 41.9 1
267 21 52 51.5 11
267 21 53 10.2 7
267 21 53 56.4 9
267 21 54 47.7 3
267 21 54 51.2 1
267 21 54 56.6 4
267 22 10 10 3
267 22 13 14.3 5
267 22 13 32.7 4
267 22 27 16.9 3
267 22 28 9.2 2
267 22 31 6.2 9
267 22 32 42.5 5
267 22 38 42.6 2
267 22 40 24 5
267 22 45 29.1 5
267 22 48 14.7 7
267 22 48 44.8 1
267 22 48 47 4
267 22 48 6.5 5
267 22 59 50.4 8
267 22 7 32.4 4
267 23 24 33.7 6
267 23 27 38.3 5
267 23 32 14.7 10
267 23 33 18.9 10
267 23 34 16.5 6
267 23 35 54.9 11
267 23 39 29.9 1
267 23 42 30 4
267 23 44 4.3 9
267 23 5 3.9 2
267 23 51 12.6 5
267 23 52 33 10
267 23 52 55.3 4
267 23 56 51.7 11
267 8 0 24.2 6
267 8 0 26.1 7
267 8 10 45.6 6
267 8 13 1.6 7
267 8 17 18.5 11
267 8 17 37.7 2
267 8 19 36 4
267 8 19 41.5 2
267 8 2 33.5 1
267 8 20 8.8 7
267 8 21 48.7 6
267 8 23 7.2 7
267 8 25 49.5 9
267 8 26 3.2 5
267 8 27 5.3 9
267 8 29 44.4 1
267 8 3 24.5 9
267 8 30 50.9 4
267 8 31 38.6 1
267 8 33 40.5 1
267 8 34 24.7 11
267 8 36 31.8 4
267 8 36 40.9 8
267 8 37 0.5 6
267 8 37 21.9 1
267 8 38 37.3 2
267 8 39 15.9 2
267 8 44 45.3 8
267 8 45 16.7 6
267 8 45 28.9 6
267 8 46 52.8 6
267 8 48 24.7 6
267 8 5 22.5 4
267 8 5 46.7 4
267 8 50 7.2 3
267 8 54 1 11
267 8 54 22.8 2
267 8 54 36.1 4
267 8 54 52.9 6
267 8 57 39 1
267 8 7 31.2 1
267 8 7 55.7 6
267 9 1 51.4 3
267 9 10 17.3 6
267 9 10 44.6 4
267 9 12 57.5 5
267 9 14 45.7 1
267 9 16 43.8 5
267 9 16 53.9 9
267 9 19 58.9 2
267 9 23 46.9 10
267 9 25 30.1 2
267 9 27 56.4 3
267 9 35 37.9 5
267 9 36 3.6 1
267 9 36 43.5 2
267 9 40 22.5 5
267 9 40 45.7 6
267 9 47 12.1 3
267 9 48 34.2 3
267 9 50 44.8 7
267 9 55 2.8 11
267 9 59 3.4 7
268 0 17 20 10
268 0 17 24.7 10
268 0 24 30.2 2
268 0 25 23.5 3
268 0 26 57.1 4
268 0 3 9.1 9
268 0 31 51.8 4
268 0 31 56 4
268 0 33 13.6 4
268 0 36 24.2 6
268 0 36 57.8 10
268 0 37 10.3 5
268 0 37 30.3 3
268 0 37 46.3 6
268 0 46 54.8 5
268 0 47 47.8 4
268 0 53 38.2 5
268 0 53 54.3 5
268 0 53 58.5 4
268 0 55 54.1 6
268 0 59 33.2 4
268 1 0 36.2 1
268 1 1 3.5 4
268 1 10 0.8 2
268 1 11 30.6 2
268 1 11 47.6 8
268 1 13 3.3 4
268 1 16 16.1 1
268 1 16 35.7 10
268 1 18 14.1 11
268 1 18 2.7 6
268 1 2 42.1 1
268 1 21 13.9 8
268 1 21 5.3 1
268 1 22 59.9 4
268 1 25 12.1 1
268 1 26 38.3 4
268 1 27 11.1 1
268 1 27 34.5 2
268 1 3 52.1 4
268 1 31 24.8 6
268 1 32 1.7 10
268 1 36 28.9 2
268 1 36 53.5 8
268 1 36 57.3 2
268 1 39 8.3 5
268 1 40 38.4 2
268 1 41 13.1 9
268 1 43 46.9 2
268 1 48 4.9 4
268 1 51 29.5 4
268 1 51 40.1 1
268 1 52 18.9 5
268 1 53 46.8 5
268 1 54 3.8 3
268 1 54 34.7 1
268 1 55 54.5 2
268 1 56 47 10
268 1 56 51.3 3
268 1 58 25.4 5
268 1 58 56.1 1
268 1 59 10.8 4
268 10 16 31.5 9
268 10 22 39.1 1
268 10 23 50.1 2
268 10 26 55.3 2
268 10 32 56.7 4
268 10 46 37 5
268 10 47 40.3 4
268 10 48 47.1 4
268 10 50 28.4 9
268 10 53 12.5 3
268 10 54 36.4 4
268 10 57 29.7 11
268 11 12 55.5 6
268 11 19 24 4
268 11 20 26.8 5
268 11 22 23.2 5
268 11 23 40.4 3
268 11 24 2.6 4
268 11 31 18.9 5
268 11 35 40.6 9
268 11 4 29.8 2
268 11 48 18.3 10
268 11 49 15 5
268 12 0 43.7 4
268 12 16 57.6 11
268 12 2 52.6 2
268 12 28 15.1 2
268 12 36 26.8 3
268 12 4 51.2 4
268 12 46 3.1 2
268 12 47 3.8 10
268 12 51 4 1
268 12 9 50.7 11
268 13 11 29.5 4
268 13 27 50.6 4
268 13 35 9.5 11
268 13 53 11.7 5
268 13 8 11.3 4
268 14 1 31.8 5
268 14 14 21 8
268 14 14 38.8 4
268 14 14 58.5 4
268 14 15 0.1 1
268 14 17 34.8 5
268 14 18 6.9 3
268 15 0 33.2 3
268 15 19 53.6 1
268 15 37 4.7 11
268 15 38 7.9 4
268 15 39 27.3 3
268 15 52 17.7 3
268 15 54 1.8 1
268 15 8 32.9 5
268 16 10 3.9 5
268 16 11 19.6 11
268 16 19 44.9 2
268 16 28 28.3 4
268 16 32 9.3 1
268 16 39 43.6 1
268 16 53 14.5 10
268 16 56 34.4 1
268 16 7 45.6 4
268 16 9 22.8 2
268 17 13 5.7 1
268 17 19 32.9 4
268 17 30 11.1 3
268 17 33 31 1
268 17 4 7.5 4
268 17 44 8.8 3
268 17 45 9.2 7
268 17 48 52.6 8
268 17 50 46.4 1
268 17 53 53.8 5
268 18 27 58.8 2
268 18 29 54.7 1
268 18 32 42.8 5
268 18 42 17.8 3
268 18 42 44.2 8
268 18 49 45.8 4
268 18 53 6.5 4
268 18 54 53 5
268 19 23 9.7 4
268 19 27 31.6 1
268 19 4 15.1 6
268 19 48 33.1 9
268 19 58 5.8 7
268 19 59 3.2 3
268 19 7 34.2 5
268 2 12 44.3 5
268 2 23 35.6 3
268 2 23 44.8 10
268 2 40 25.4 4
268 2 41 28.1 1
268 2 42 3.1 4
268 2 5 2.2 5
268 2 52 13.3 6
268 2 52 40.1 2
268 2 57 50.3 3
268 2 58 0.1 3
268 20 19 35.8 3
268 20 23 20.2 5
268 20 23 52.1 5
268 20 24 5.1 4
268 20 25 20.2 9
268 20 28 23.1 5
268 20 29 38.9 4
268 20 3 21.9 4
268 20 31 16.8 7
268 20 31 51.1 9
268 20 38 42.5 1
268 20 4 41.2 1
268 20 44 46.8 2
268 20 52 28.3 3
268 20 55 16.7 5
268 20 57 4.4 3
268 20 58 3.3 5
268 20 6 7.7 3
268 20 7 38.1 4
268 21 14 24.5 3
268 21 17 17.4 9
268 21 17 44 2
268 21 19 6.4 2
268 21 20 6.7 7
268 21 25 54 9
268 21 32 33.5 7
268 21 44 36.8 5
268 21 46 50.9 3
268 21 50 23 11
268 21 58 7.2 4
268 21 7 52 4
268 22 0 3.2 2
268 22 13 3.1 3
268 22 14 29.5 2
268 22 21 45.1 1
268 22 21 55.3 1
268 22 25 42 4
268 22 27 18.8 2
268 22 27 50.5 10
268 22 34 42.6 3
268 22 41 50.1 3
268 22 42 34.1 1
268 22 50 36.6 4
268 22 53 19.1 2
268 22 55 13.2 2
268 22 55 46.6 11
268 22 7 52.6 1
268 22 8 57.9 4
268 23 18 49.5 1
268 23 26 24.6 10
268 23 28 37.9 1
268 23 31 19.1 5
268 23 33 9.4 11
268 3 1 44.4 10
268 3 12 59.3 3
268 3 13 29.8 4
268 3 13 48.1 7
268 3 14 6 5
268 3 15 10.9 9
268 3 16 10.4 3
268 3 17 4.6 9
268 3 17 52.6 10
268 3 22 54.4 3
268 3 24 12.6 5
268 3 24 24.9 6
268 3 25 32.8 1
268 3 29 23.4 6
268 3 29 35.7 1
268 3 30 19.8 9
268 3 30 44.8 10
268 3 32 51.8 3
268 3 33 25.1 6
268 3 33 36.3 4
268 3 33 38.4 9
268 3 33 46.2 1
268 3 39 32.6 8
268 3 4 18.3 10
268 3 4 30.9 10
268 3 41 15.4 1
268 3 42 32.7 3
268 3 46 46 4
268 3 46 48 6
268 3 47 9 5
268 3 49 3 1
268 3 49 42 4
268 3 52 24 4
268 3 53 32 4
268 3 53 58 6
268 3 54 15 4
268 3 54 55 9
268 3 55 19 4
268 3 8 59.9 7
268 3 9 4 10
268 4 0 50 9
268 4 10 8 9
268 4 11 10 6
268 4 11 59 10
268 4 11 6 10
268 4 15 10 2
268 4 16 45 3
268 4 17 42 4
268 4 17 49 6
268 4 18 28 3
268 4 18 32 4
268 4 20 10 1
268 4 20 35 6
268 4 22 38 9
268 4 22 42 4
268 4 25 23 2
268 4 25 54 4
268 4 26 48 5
268 4 27 5 1
268 4 27 52 4
268 4 28 14 9
268 4 28 4 5
268 4 28 44 7
268 4 28 56 4
268 4 29 24 2
268 4 3 48 2
268 4 30 28 1
268 4 31 53 6
268 4 32 57 11
268 4 34 28 2
268 4 35 39 2
268 4 36 28 6
268 4 37 52 6
268 4 39 38 2
268 4 40 11 5
268 4 40 5 1
268 4 42 25 6
268 4 42 6 4
268 4 43 26 1
268 4 45 18 6
268 4 45 53 6
268 4 48 0 4
268 4 48 42 4
268 4 48 45 3
268 4 49 56 8
268 4 49 6 2
268 4 50 37 3
268 4 50 49 7
268 4 52 2 6
268 4 52 23 2
268 4 52 42 2
268 4 53 37 4
268 4 53 8 9
268 4 54 15 4
268 4 55 53 10
268 4 56 18 4
268 4 56 45 8
268 4 58 22 9
268 4 58 46 3
268 4 58 53 6
268 4 59 16 6
268 4 6 49 10
268 4 7 16 2
268 4 8 11 1
268 4 8 38 2
268 5 0 30 2
268 5 0 33 6
268 5 0 36 8
268 5 0 38 4
268 5 10 41 10
268 5 10 43 1
268 5 10 48 5
268 5 11 5 4
268 5 12 19 10
268 5 13 41 6
268 5 13 9 2
268 5 16 20 5
268 5 17 55 5
268 5 18 0 10
268 5 18 42 4
268 5 19 56 4
268 5 2 9 1
268 5 20 14 5
268 5 20 3 2
268 5 20 56 6
268 5 21 2 8
268 5 21 24 2
268 5 21 4 5
268 5 21 41 7
268 5 24 52 10
268 5 25 16 2
268 5 25 28 8
268 5 26 52 4
268 5 27 27 6
268 5 27 47 2
268 5 28 20 4
268 5 29 32 5
268 5 29 40 4
268 5 29 42 12
268 5 30 38 4
268 5 30 8 6
268 5 31 16 5
268 5 33 28 4
268 5 34 24 2
268 5 34 8 2
268 5 35 56 6
268 5 36 40 2
268 5 36 48 10
268 5 37 26 10
268 5 37 44 9
268 5 37 59 5
268 5 38 29 10
268 5 4 25 1
268 5 41 9 5
268 5 45 15 10
268 5 45 29 5
268 5 5 18 8
268 5 5 41 8
268 5 50 11 4
268 5 50 20 4
268 5 50 49 1
268 5 51 52 10
268 5 55 46 11
268 5 6 10 4
268 5 6 2 4
268 5 6 31 6
268 5 6 6 2
268 5 9 12 8
268 5 9 54 5
268 5 9 6 4
268 6 0 32 2
268 6 1 15 2
268 6 1 20 7
268 6 1 44 6
268 6 1 59 5
268 6 10 44 1
268 6 10 54 3
268 6 11 53 4
268 6 12 26 3
268 6 12 29 6
268 6 13 0 4
268 6 13 16 5
268 6 13 46 4
268 6 14 28 7
268 6 14 50 8
268 6 14 56 5
268 6 15 10 10
268 6 15 13 3
268 6 15 42 3
268 6 15 48 5
268 6 15 5 5
268 6 15 51 5
268 6 16 15 4
268 6 16 39 7
268 6 17 13 5
268 6 17 17 6
268 6 17 25 5
268 6 17 28 9
268 6 18 34 2
268 6 18 55 6
268 6 19 0 4
268 6 19 10 4
268 6 2 50 9
268 6 20 38 4
268 6 20 49 10
268 6 21 42 4
268 6 22 58 6
268 6 23 42 1
268 6 24 30 6
268 6 24 32 2
268 6 25 25 4
268 6 26 12 6
268 6 3 10 2
268 6 3 50 4
268 6 30 16 10
268 6 30 21 6
268 6 31 15 9
268 6 32 52 2
268 6 33 25 4
268 6 33 33 2
268 6 34 0 5
268 6 34 37 4
268 6 35 3 5
268 6 35 58 8
268 6 35 6 4
268 6 36 13 10
268 6 36 19 6
268 6 36 28 3
268 6 36 58 3
268 6 36 9 7
268 6 37 32 1
268 6 37 57 4
268 6 38 14 6
268 6 38 25 10
268 6 38 39 5
268 6 39 28 2
268 6 39 37 1
268 6 40 24 2
268 6 40 40 5
268 6 41 24 4
268 6 41 40 4
268 6 42 48 7
268 6 42 55 6
268 6 44 4 9
268 6 45 52 4
268 6 46 37 9
268 6 46 45 5
268 6 47 44 4
268 6 47 51 8
268 6 47 59 5
268 6 48 22 3
268 6 48 38 7
268 6 48 52 7
268 6 49 15 4
268 6 49 52 1
268 6 5 28 10
268 6 51 28 8
268 6 52 0 9
268 6 52 14 10
268 6 52 30 2
268 6 52 40 9
268 6 54 53 5
268 6 55 41 9
268 6 58 1 1
268 6 58 2 2
268 6 59 10 10
268 6 59 20 1
268 6 7 44 9
268 6 9 54 6
268 7 0 17 1
268 7 1 24 2
268 7 10 11 6
268 7 11 13 10
268 7 11 4 3
268 7 12 38 4
268 7 13 26 2
268 7 14 20 5
268 7 14 51 8
268 7 15 55 2
268 7 16 22 4
268 7 17 31 1
268 7 17 34 5
268 7 18 20 6
268 7 18 55 2
268 7 20 29 6
268 7 22 40 4
268 7 25 6 2
268 7 25 8 9
268 7 26 56 4
268 7 26 9 4
268 7 27 16 8
268 7 28 42 2
268 7 28 5 10
268 7 3 14 6
268 7 3 34 6
268 7 3 40 4
268 7 31 38 4
268 7 32 14 5
268 7 32 38 5
268 7 32 48 6
268 7 33 29 4
268 7 33 38 8
268 7 34 10 10
268 7 34 26 3
268 7 34 31 6
268 7 34 39 8
268 7 35 29 5
268 7 35 57 4
268 7 36 35 5
268 7 36 50 1
268 7 37 6 4
268 7 39 13 10
268 7 39 8 5
268 7 40 23 4
268 7 40 29 5
268 7 40 49 1
268 7 41 25 6
268 7 42 22 4
268 7 42 37 4
268 7 45 27 7
268 7 5 20 4
268 7 50 49 5
268 7 51 5 5
268 7 55 17 10
268 7 56 26 2
268 7 56 42 8
268 7 56 55 2
268 7 57 13 5
268 7 58 4 2
268 7 59 40 2
268 7 59 59 12
268 7 6 20 10
268 7 6 43 1
268 7 7 12 5
268 7 8 43 8
268 7 9 42 4
268 8 1 31.7 9
268 8 1 55.5 10
268 8 10 0.7 4
268 8 10 11.8 2
268 8 10 26.3 8
268 8 11 24.3 9
268 8 12 16.4 9
268 8 15 1.4 5
268 8 15 11.7 9
268 8 16 29.3 4
268 8 16 32.3 6
268 8 18 1.8 4
268 8 19 42 7
268 8 19 56.3 9
268 8 2 50.9 5
268 8 21 17.8 4
268 8 22 44.8 5
268 8 22 47.6 1
268 8 23 1.2 1
268 8 24 1.6 10
268 8 25 43.9 6
268 8 29 26.3 3
268 8 29 38 9
268 8 29 55.1 5
268 8 30 49.9 6
268 8 31 2.3 1
268 8 32 45.4 6
268 8 35 54.3 4
268 8 38 11.4 4
268 8 38 50.2 1
268 8 4 29.5 8
268 8 41 19.3 2
268 8 42 3.6 9
268 8 42 59.2 2
268 8 47 7.1 1
268 8 48 39.3 6
268 8 48 43 3
268 8 50 30.3 5
268 8 50 46.8 4
268 8 58 40 7
268 8 58 9.2 3
268 8 6 25.6 4
268 8 8 14.5 2
268 9 0 55.7 1
268 9 1 36.1 1
268 9 15 23.2 6
268 9 15 55.8 5
268 9 19 55.2 5
268 9 22 16.4 5
268 9 23 0.2 4
268 9 27 55.6 2
268 9 4 38.1 5
268 9 41 31.8 6
268 9 46 30.6 4
268 9 47 20.4 9
268 9 47 41.2 10
268 9 48 28 7
268 9 49 11.2 11
268 9 49 8.2 1
268 9 52 53.3 9
268 9 54 14.5 6
268 9 56 55.9 4
268 9 58 12 11
268 9 9 10.2 6
268 9 9 7.9 1
269 0 10 16.6 4
269 0 10 36.9 3
269 0 13 25.1 5
269 0 2 51.8 1
269 0 3 12.2 1
269 0 32 1.2 5
269 0 4 42.5 1
269 0 41 48.1 11
269 0 45 49.9 4
269 0 46 19.6 6
269 0 47 19.6 4
269 0 47 3.9 4
269 0 48 53.5 4
269 0 49 21 2
269 0 55 41 2
269 0 6 13.8 6
269 0 9 9.3 5
269 1 12 23.6 1
269 1 16 30.5 3
269 1 21 24.3 3
269 1 23 24.1 6
269 1 25 4.2 4
269 1 30 23.6 9
269 1 30 6.6 1
269 1 32 52.2 1
269 1 35 31.2 1
269 1 35 47.8 1
269 1 35 50.5 11
269 1 36 36.3 6
269 1 36 7.4 4
269 1 38 16.3 10
269 1 39 12.1 1
269 1 40 35.8 1
269 1 42 9.7 5
269 1 45 18.2 4
269 1 46 15.7 1
269 1 46 21.1 5
269 1 57 54.7 4
269 1 8 31.7 7
269 10 0 53 7
269 10 14 10.8 4
